user_id,days_since_last_activity,engagement_velocity,frustration_index,completion_ratio,total_events,mrr,churned,risk_score,primary_churn_driver
103,297,0.5897435897435898,35,0.2777777777777778,137,99,1,0.9996605,days_since_last_activity
104,214,0.9615384615384616,11,1.1935483870967742,160,29,1,0.999469,days_since_last_activity
105,227,0.7428571428571429,3,1.25,59,29,1,0.99956566,days_since_last_activity
106,238,1.137931034482759,38,0.275,154,29,1,0.9996031,days_since_last_activity
107,264,1.1,18,0.3396226415094339,167,29,1,0.9995646,days_since_last_activity
108,265,1.0625,8,0.6428571428571429,99,29,1,0.9994436,days_since_last_activity
109,80,1.3142857142857145,97,0.3516483516483517,371,99,0,0.001842022,completion_ratio
110,71,0.5694444444444444,76,0.8282442748091603,1763,29,0,0.0009058599,engagement_velocity
111,69,0.8103448275862069,158,0.4207317073170731,705,99,0,0.0011173956,completion_ratio
112,71,1.432098765432099,42,0.8808664259927798,977,29,0,0.0006589423,frustration_index
113,114,2.9166666666666665,18,0.6052631578947368,256,29,0,0.050705835,total_events
114,27,0.78125,13,0.9083333333333332,489,99,0,0.00080856,engagement_velocity
115,142,0.36,3,0.7916666666666666,90,29,1,0.99778867,total_events
116,110,3.333333333333333,7,0.6559139784946236,297,29,0,0.006969681,mrr
117,133,0.9047619047619048,23,0.9775280898876404,392,29,0,0.024021616,frustration_index
118,36,0.9924242424242424,113,0.7820710973724884,2137,29,0,0.00052156195,mrr
119,155,1.5416666666666667,10,0.9090909090909092,300,99,0,0.13634016,days_since_last_activity
120,257,1.04,2,1.0526315789473684,83,29,1,0.9995521,days_since_last_activity
121,173,1.875,11,0.8709677419354839,131,99,1,0.99796295,total_events
122,26,1.3703703703703705,19,1.125,404,99,0,0.0005089566,Stable Activity
124,89,0.75,54,0.9586466165413534,1009,299,0,0.0014883754,frustration_index
125,23,1.5142857142857142,143,0.4666666666666667,625,29,0,0.0007267074,completion_ratio
126,208,6.0,2,0.0,5,299,1,0.99953914,days_since_last_activity
127,47,1.236842105263158,18,0.9298245614035088,473,29,0,0.00049055705,mrr
128,206,0.3684210526315789,0,1.0333333333333334,123,99,1,0.99951804,days_since_last_activity
129,133,1.4310344827586208,81,0.892018779342723,1516,29,0,0.0029664568,mrr
130,61,1.02,40,0.7763157894736842,595,29,0,0.0013007158,frustration_index
131,195,0.9,17,0.4736842105263157,88,99,1,0.9995472,days_since_last_activity
132,178,0.5,44,0.75,176,99,1,0.9993611,days_since_last_activity
133,287,1.0442477876106195,24,0.7101449275362319,439,29,1,0.9755123,days_since_last_activity
134,253,0.9772727272727272,90,0.3230769230769231,284,29,1,0.9987072,days_since_last_activity
135,45,1.35,32,0.7159763313609467,608,99,0,0.00091955677,frustration_index
136,182,0.4915254237288136,101,0.4411764705882353,424,99,1,0.98899895,days_since_last_activity
137,59,1.7142857142857142,21,1.2542372881355932,305,299,0,0.002497285,frustration_index
139,99,0.6595744680851063,58,0.3571428571428571,257,299,1,0.7934538,total_events
140,25,0.5116279069767442,23,0.991869918699187,535,99,0,0.0030353204,engagement_velocity
141,34,1.5294117647058822,10,0.7021276595744681,319,29,0,0.000564907,mrr
142,335,24.0,5,0.4,23,29,1,0.9995427,days_since_last_activity
143,263,12.0,6,0.0,11,99,1,0.99952376,days_since_last_activity
144,127,0.9361702127659576,119,0.287037037037037,432,99,0,0.026879275,completion_ratio
145,152,1.1521739130434785,49,0.4324324324324324,182,29,1,0.99820495,total_events
146,7,0.6959459459459459,88,0.9211908931698776,2067,29,0,0.0005666899,engagement_velocity
147,44,1.44,21,0.8555555555555555,363,299,0,0.0005016264,mrr
148,107,0.7878787878787878,11,0.788235294117647,316,29,0,0.007820805,engagement_velocity
149,86,1.2136752136752136,40,0.8258064516129032,1047,29,0,0.0006942152,frustration_index
150,273,1.2903225806451613,48,0.3015873015873015,240,29,1,0.9980141,days_since_last_activity
151,174,29.0,5,0.5714285714285714,28,29,1,0.99905854,total_events
152,305,2.238095238095238,16,0.238095238095238,73,29,1,0.9995499,days_since_last_activity
153,2,0.875,98,0.8012170385395537,1678,29,0,0.00051042915,mrr
154,36,0.7755102040816326,103,0.3424657534246575,518,29,0,0.0014833255,completion_ratio
155,5,0.4782608695652174,19,1.0236220472440944,541,99,0,0.0027544037,engagement_velocity
156,167,0.2631578947368421,10,0.238095238095238,60,29,1,0.99891734,total_events
157,162,1.0625,3,1.255813953488372,200,99,1,0.99158806,total_events
158,28,2.2222222222222223,18,0.7986577181208053,553,99,0,0.0006623495,Stable Activity
159,192,0.2105263157894736,45,0.2641509433962264,195,29,1,0.9995154,days_since_last_activity
160,243,13.0,0,0.75,12,99,1,0.99949265,days_since_last_activity
162,234,29.0,0,1.1428571428571428,28,99,1,0.99950707,days_since_last_activity
163,333,1.032258064516129,2,1.0,67,29,1,0.9995578,days_since_last_activity
164,56,0.6666666666666666,11,0.8660714285714286,431,99,0,0.00072353386,engagement_velocity
165,98,0.889763779527559,55,0.9292307692307692,1179,99,0,0.00076505385,frustration_index
166,116,0.6470588235294118,22,0.8803418803418803,474,29,0,0.022148792,engagement_velocity
167,187,0.9393939393939394,29,0.6521739130434783,117,29,1,0.9996126,days_since_last_activity
168,156,0.9666666666666668,67,1.0048780487804878,1551,99,0,0.01538011,days_since_last_activity
169,30,1.0212765957446808,78,0.8857142857142857,1591,99,0,0.00042788117,Stable Activity
170,60,1.0434782608695652,18,1.0303030303030305,435,29,0,0.00056458055,mrr
171,13,2.2857142857142856,9,1.2738095238095235,409,99,0,0.00066488155,Stable Activity
172,23,0.956896551724138,75,0.8778004073319755,1736,29,0,0.00046251385,mrr
173,192,1.6,1,0.4444444444444444,24,99,1,0.9995522,days_since_last_activity
174,305,20.0,2,0.6,19,29,1,0.99952745,days_since_last_activity
175,79,1.8421052631578947,16,1.0303030303030305,563,99,0,0.000654803,Stable Activity
176,15,1.1827956989247312,133,0.8239202657807309,2103,29,0,0.0004355718,mrr
177,87,0.8636363636363636,24,0.9302325581395348,514,29,0,0.0010865243,frustration_index
178,140,0.4318181818181818,52,0.4901960784313725,222,29,1,0.9981369,total_events
179,102,0.8837209302325582,7,0.6714285714285714,236,29,0,0.017339319,total_events
180,47,0.9545454545454546,98,0.8703208556149733,2585,29,0,0.00045925734,mrr
181,193,3.6666666666666665,14,0.3333333333333333,40,29,1,0.9995437,days_since_last_activity
182,10,1.2966101694915255,110,0.9258698940998488,2388,99,0,0.0004156251,Stable Activity
183,198,0.5714285714285714,8,1.4545454545454546,69,29,1,0.9995055,days_since_last_activity
184,166,1.5384615384615383,19,0.8105263157894737,366,29,0,0.029744217,days_since_last_activity
185,102,0.8157894736842105,130,0.421875,566,29,0,0.0046518985,completion_ratio
186,118,1.0,8,0.9466666666666668,306,29,0,0.021463439,mrr
187,131,1.1304347826086956,17,0.8505747126436781,341,29,0,0.004445916,mrr
189,53,1.6111111111111112,23,0.953020134228188,608,29,0,0.0006531171,frustration_index
190,258,0.7567567567567568,29,0.4705882352941176,92,29,1,0.9996872,days_since_last_activity
191,56,0.624113475177305,54,0.9279538904899136,1262,29,0,0.0015085802,engagement_velocity
192,72,0.945945945945946,15,1.0909090909090908,574,29,0,0.0010554912,mrr
193,33,0.4,27,0.8372093023255814,659,29,0,0.0111694485,engagement_velocity
194,8,1.2962962962962965,16,0.8828828828828829,436,29,0,0.00042710404,mrr
195,303,0.7058823529411765,34,0.4666666666666667,135,299,1,0.9996799,days_since_last_activity
196,63,1.2702702702702702,95,0.3097345132743362,420,29,0,0.0018627571,completion_ratio
197,13,1.0285714285714285,20,0.9074074074074074,655,99,0,0.0009819074,frustration_index
198,272,1.3448275862068966,2,1.0,132,29,1,0.99956983,days_since_last_activity
199,158,1.36,4,1.5384615384615383,73,99,1,0.9978473,total_events
200,217,1.5833333333333333,2,0.45,60,99,1,0.9995522,days_since_last_activity
201,178,1.7333333333333334,1,1.2272727272727273,96,29,1,0.999124,total_events
202,30,1.2604166666666667,98,0.8648233486943164,2269,299,0,0.00047366958,mrr
203,94,0.8962962962962963,81,0.8257575757575758,1786,29,0,0.0004895915,mrr
204,89,3.117647058823529,13,1.0634920634920637,280,29,0,0.0025772646,total_events
205,71,0.9736842105263158,10,0.881578947368421,288,99,0,0.0012984606,Stable Activity
206,75,0.8992248062015504,53,0.8448687350835322,1427,99,0,0.00050445064,frustration_index
207,118,0.923728813559322,70,0.9724137931034482,1622,29,0,0.0043170913,mrr
208,64,1.0909090909090908,4,0.7205882352941176,235,29,0,0.002753842,total_events
209,27,1.297872340425532,44,0.856020942408377,1310,29,0,0.00039875612,frustration_index
210,138,1.0,63,0.9656160458452722,1312,29,0,0.0073254826,mrr
211,141,0.660377358490566,16,0.8314606741573034,346,99,0,0.014192026,engagement_velocity
212,195,1.2727272727272727,4,1.1891891891891893,168,29,1,0.99952066,days_since_last_activity
213,121,1.096774193548387,2,0.6666666666666666,128,29,1,0.9919275,total_events
214,2,0.6551724137931034,135,0.3771929824561403,508,29,0,0.0012519313,engagement_velocity
215,240,0.8666666666666667,0,1.0769230769230769,54,29,1,0.9995559,days_since_last_activity
216,186,0.320754716981132,52,0.3421052631578947,180,29,1,0.9996264,days_since_last_activity
217,167,0.725,30,0.3636363636363636,158,99,1,0.9993861,total_events
218,42,1.36,17,0.719626168224299,381,299,0,0.00047282895,mrr
219,326,21.0,1,0.6666666666666666,20,99,1,0.99950397,days_since_last_activity
220,235,1.0714285714285714,2,1.0740740740740742,113,29,1,0.9995441,days_since_last_activity
221,269,1.125,4,0.6956521739130435,78,99,1,0.99947685,days_since_last_activity
222,117,1.1333333333333333,22,0.7478260869565218,421,99,0,0.0033363297,frustration_index
223,26,0.8739495798319328,105,0.912442396313364,2325,99,0,0.00047999586,Stable Activity
224,254,0.6,63,0.3478260869565217,272,29,1,0.99930906,days_since_last_activity
225,127,0.6363636363636364,50,0.3478260869565217,186,29,1,0.9984963,total_events
226,129,0.6129032258064516,46,0.296875,231,29,1,0.99567634,total_events
227,106,1.8235294117647056,21,0.8829787234042553,387,29,0,0.0013732747,mrr
228,28,1.3111111111111111,95,0.528,512,29,0,0.0010242888,completion_ratio
230,167,1.4473684210526316,29,1.1868131868131868,464,29,0,0.3419966,days_since_last_activity
231,33,0.48,32,1.0064935064935066,654,99,0,0.004715918,engagement_velocity
232,11,2.0,9,0.8118811881188119,366,29,0,0.000481906,mrr
233,174,1.3823529411764706,18,0.6788990825688074,380,29,0,0.22034541,days_since_last_activity
234,232,0.9117647058823528,50,0.4285714285714285,197,299,1,0.99953115,days_since_last_activity
235,145,0.9393939393939394,88,0.9145833333333332,1749,299,0,0.011486396,days_since_last_activity
236,297,1.0,4,0.8484848484848485,127,99,1,0.99951553,days_since_last_activity
237,232,0.7142857142857143,22,0.35,129,299,1,0.9996145,days_since_last_activity
238,37,1.3333333333333333,144,0.8638743455497382,2716,29,0,0.00041561262,mrr
239,138,0.65,5,0.7837837837837838,138,299,1,0.9960448,total_events
240,59,1.1595744680851063,74,0.9686346863468634,1987,29,0,0.00043774128,mrr
241,126,0.9583333333333334,7,0.9565217391304348,288,29,0,0.0694841,mrr
242,1,1.3225806451612905,24,0.9722222222222222,451,29,0,0.0005039436,frustration_index
243,119,1.6666666666666667,8,0.7301587301587301,221,29,0,0.19349994,total_events
244,9,0.7719298245614035,185,0.4117647058823529,761,29,0,0.0010766396,completion_ratio
245,25,1.050420168067227,81,0.925311203319502,1755,99,0,0.00042788117,Stable Activity
246,152,3.083333333333333,7,0.9506172839506172,326,99,0,0.016201967,days_since_last_activity
247,35,1.52,110,0.4537037037037037,486,29,0,0.0008060472,completion_ratio
248,68,0.6,18,1.057471264367816,388,29,0,0.001125749,engagement_velocity
249,39,0.6216216216216216,13,1.0467289719626167,454,99,0,0.001065993,engagement_velocity
250,149,3.1,6,0.9333333333333332,354,99,0,0.013753473,days_since_last_activity
251,203,1.631578947368421,24,0.1818181818181818,78,29,1,0.9995685,days_since_last_activity
252,64,0.8392857142857143,105,0.5233644859813084,483,99,0,0.0014251792,completion_ratio
253,16,0.7560975609756098,36,1.1111111111111112,594,29,0,0.0018453907,frustration_index
254,261,0.4571428571428571,48,0.3191489361702128,181,29,1,0.99962413,days_since_last_activity
255,35,1.0884955752212389,149,0.8848101265822785,2835,299,0,0.00047731123,mrr
256,76,0.7142857142857143,12,0.8153846153846154,248,29,0,0.007764125,total_events
257,156,1.391304347826087,7,0.8461538461538461,203,29,1,0.9824337,total_events
258,26,1.125,19,1.0964912280701755,518,99,0,0.0007304397,Stable Activity
259,3,1.0571428571428572,14,1.069767441860465,567,99,0,0.000725484,Stable Activity
260,65,0.7470588235294118,73,0.883629191321499,1767,29,0,0.00051864894,engagement_velocity
261,149,0.7,8,0.9736842105263158,165,29,1,0.99724305,total_events
262,102,0.7567567567567568,31,1.016,536,29,0,0.007215791,frustration_index
263,93,0.7235772357723578,43,0.8354430379746836,810,99,0,0.001953017,frustration_index
264,149,0.3333333333333333,3,1.1176470588235294,75,29,1,0.99877495,total_events
265,57,1.0,14,0.8860759493670886,324,29,0,0.0007549019,mrr
266,20,2.294117647058824,28,0.8452380952380952,649,299,0,0.00092668144,frustration_index
267,341,6.0,0,2.0,5,29,1,0.99955004,days_since_last_activity
268,98,0.8421052631578947,13,1.011904761904762,365,29,0,0.00061125174,engagement_velocity
269,76,0.7636363636363637,133,0.4885496183206106,579,29,0,0.0011010304,completion_ratio
270,233,0.2439024390243902,50,0.3571428571428571,224,99,1,0.9993187,days_since_last_activity
271,271,0.9183673469387756,8,1.105263157894737,93,29,1,0.99943215,days_since_last_activity
272,194,1.619047619047619,15,1.0169491525423728,255,29,1,0.99509335,days_since_last_activity
273,190,0.625,13,0.8507462686567164,259,99,1,0.9974648,days_since_last_activity
274,55,0.6,3,0.8333333333333334,270,29,0,0.004701122,engagement_velocity
275,8,0.9347826086956522,23,1.126984126984127,580,29,0,0.001199477,frustration_index
276,168,0.71875,11,0.7464788732394366,264,29,1,0.9833332,days_since_last_activity
277,134,0.5813953488372093,13,1.2580645161290325,307,29,1,0.6006574,engagement_velocity
278,247,1.4,7,1.1538461538461535,124,29,1,0.9994191,days_since_last_activity
279,23,1.9545454545454544,44,0.8333333333333334,665,29,0,0.0008492541,frustration_index
280,218,1.5925925925925926,3,0.65,68,29,1,0.99950397,days_since_last_activity
281,10,1.8888888888888888,13,1.0597014925373134,590,29,0,0.00087068055,mrr
282,303,0.5901639344262295,33,0.2857142857142857,109,99,1,0.9996605,days_since_last_activity
283,232,21.0,1,0.4285714285714285,20,299,1,0.99955016,days_since_last_activity
284,62,1.0416666666666667,64,0.9744245524296676,1460,99,0,0.0004542107,frustration_index
285,28,1.8461538461538465,14,0.9432624113475178,570,99,0,0.0006312889,Stable Activity
286,142,1.2755102040816326,55,1.047817047817048,1842,29,0,0.005113227,days_since_last_activity
287,73,1.3548387096774193,79,0.3561643835616438,300,299,0,0.009856923,frustration_index
288,137,0.8,5,0.7407407407407407,184,29,1,0.9947789,total_events
289,331,0.7297297297297297,12,0.4,62,299,1,0.99956685,days_since_last_activity
290,115,3.1818181818181817,14,0.63,340,299,0,0.0047254483,completion_ratio
291,151,1.064,55,0.9780564263322884,1204,99,0,0.015219844,days_since_last_activity
292,75,1.0185185185185186,85,0.9276190476190476,1916,299,0,0.00048657626,mrr
293,178,0.2258064516129032,7,1.2432432432432432,181,29,1,0.99846244,days_since_last_activity
294,132,1.1538461538461535,105,0.3492063492063492,315,29,1,0.8040742,completion_ratio
295,2,0.6770186335403726,112,0.9357798165137616,2006,29,0,0.0005635311,engagement_velocity
296,200,1.0357142857142858,16,0.7910447761194029,264,29,1,0.9946154,days_since_last_activity
297,98,1.5142857142857142,17,0.7307692307692307,370,29,0,0.00038161356,mrr
298,326,4.666666666666667,12,0.5555555555555556,49,99,1,0.99951386,days_since_last_activity
299,19,1.0303030303030305,24,0.9016393442622952,721,299,0,0.0012124649,frustration_index
300,198,0.4126984126984127,17,0.8289473684210527,507,29,1,0.9799386,days_since_last_activity
301,43,1.024590163934426,113,0.8115055079559363,2741,99,0,0.00044601105,Stable Activity
302,243,1.05,4,1.0,39,299,1,0.9994935,days_since_last_activity
303,98,0.8,23,1.035294117647059,403,299,0,0.0008521626,engagement_velocity
304,10,1.6666666666666667,20,0.7862068965517242,532,299,0,0.0008191032,frustration_index
305,15,1.263157894736842,18,0.8153846153846154,485,29,0,0.000528255,mrr
306,92,0.896551724137931,14,0.6388888888888888,252,299,0,0.0030321549,total_events
307,86,1.2580645161290325,15,0.7636363636363637,206,99,0,0.009327996,total_events
308,185,0.6956521739130435,25,0.7058823529411765,99,29,1,0.9995178,days_since_last_activity
309,13,0.7714285714285715,5,0.8636363636363636,335,29,0,0.0007931723,engagement_velocity
310,60,1.206896551724138,96,0.2601626016260163,438,99,0,0.0018392254,completion_ratio
311,225,1.5,56,0.3272727272727272,215,29,1,0.99917334,days_since_last_activity
312,139,1.3714285714285714,48,0.866822429906542,1477,99,0,0.0045948145,frustration_index
313,3,1.16,97,0.9508196721311476,2454,99,0,0.000442874,Stable Activity
314,145,0.5135135135135135,21,1.2096774193548387,317,29,0,0.92118794,days_since_last_activity
315,33,0.6857142857142857,20,0.8435374149659864,587,29,0,0.0017635671,engagement_velocity
316,68,1.0769230769230769,9,0.9696969696969696,274,99,0,0.002287948,total_events
317,186,0.3653846153846153,31,0.4782608695652174,109,29,1,0.99969625,days_since_last_activity
318,43,0.8925619834710744,111,0.8534850640113798,2444,29,0,0.000475125,mrr
319,13,1.0410958904109588,108,0.9567233384853168,2373,29,0,0.00045763337,mrr
320,263,1.2307692307692308,32,0.5238095238095238,173,29,1,0.99962103,days_since_last_activity
321,344,12.0,1,0.5,11,299,1,0.99955016,days_since_last_activity
322,127,0.1063829787234042,3,0.675,135,29,1,0.9973793,total_events
323,100,1.0,8,1.0,286,99,0,0.006076373,Stable Activity
324,63,1.3793103448275863,105,0.376,498,29,0,0.0007517651,completion_ratio
325,215,27.0,3,0.5714285714285714,26,29,1,0.9995353,days_since_last_activity
326,42,2.0,25,1.0526315789473684,598,99,0,0.0008126082,frustration_index
327,308,0.9375,3,1.6875,90,99,1,0.9995291,days_since_last_activity
328,164,0.4615384615384615,2,1.0344827586206895,120,29,1,0.9987741,total_events
329,333,39.0,8,0.1818181818181818,38,29,1,0.99952805,days_since_last_activity
330,279,2.1481481481481484,36,0.5,113,29,1,0.9996093,days_since_last_activity
331,274,0.782608695652174,37,0.2264150943396226,166,29,1,0.99967015,days_since_last_activity
332,151,0.8888888888888888,4,0.9130434782608696,95,99,1,0.998456,total_events
333,195,0.8796296296296297,66,1.0122324159021407,1253,29,1,0.9529552,days_since_last_activity
334,4,1.21875,62,0.9903381642512076,1555,29,0,0.00044026237,frustration_index
335,31,1.2580645161290325,126,0.9294294294294294,2441,29,0,0.00042683972,mrr
336,22,0.6164383561643836,92,0.9126559714795008,2029,299,0,0.0009296932,engagement_velocity
337,323,24.0,4,0.5714285714285714,23,299,1,0.9995254,days_since_last_activity
338,32,0.9655172413793104,6,1.1521739130434785,415,29,0,0.00083563826,mrr
339,76,1.027027027027027,137,0.4672131147540984,552,99,0,0.000931738,completion_ratio
340,205,68.0,3,1.25,67,29,1,0.99955004,days_since_last_activity
