user_id,days_since_last_activity,engagement_velocity,frustration_index,completion_ratio,total_events,mrr,churned
69,110,1.0901639344262295,61,0.803921568627451,1669,99,0
70,213,1.0,12,0.8070175438596491,215,299,1
71,112,1.205128205128205,9,0.8409090909090909,333,29,0
72,121,0.509090909090909,78,0.8230088495575221,1525,299,0
73,28,0.7292817679558011,57,0.9128919860627178,2003,29,0
74,131,0.5,3,0.6470588235294118,115,29,1
75,27,0.972972972972973,20,0.9495798319327731,500,29,0
76,20,1.1304347826086956,19,1.0287769784172662,604,99,0
77,86,1.3333333333333333,5,1.1666666666666667,306,299,0
78,87,1.0215827338129497,86,0.8795698924731182,1650,99,0
79,301,12.0,4,0.3333333333333333,11,29,1
80,90,0.9626865671641791,51,0.8446215139442231,879,99,0
81,267,0.2972972972972973,0,1.0833333333333333,46,29,1
82,121,0.18181818181818182,7,0.8064516129032258,120,99,1
83,90,0.723404255319149,65,0.4125,314,29,0
84,29,1.120879120879121,55,0.8727272727272727,1335,29,0
85,256,1.5555555555555556,49,0.2692307692307692,204,29,1
86,173,0.5454545454545454,11,0.2608695652173913,69,99,1
87,79,1.1612903225806452,12,1.0746268656716418,299,29,0
88,237,0.9736842105263158,5,0.7358490566037735,187,99,1
89,36,0.8611111111111112,27,0.8141592920353983,435,29,0
90,299,9.0,1,0.3333333333333333,8,99,1
91,246,0.30303030303030304,19,0.8780487804878049,569,99,1
92,169,0.8823529411764706,18,0.85,167,99,1
93,-1,1.12,32,1.168421052631579,460,29,0
94,282,12.0,0,0.4,11,29,1
95,183,5.75,0,0.15384615384615385,25,29,1
96,170,7.571428571428571,21,0.5454545454545454,58,99,1
97,106,0.72,13,0.8596491228070176,228,29,0
98,304,18.0,2,0.3333333333333333,17,29,1
99,3,0.8111888111888111,66,0.896551724137931,1730,29,0
100,150,0.926605504587156,41,0.7747440273037542,949,29,1
101,44,1.4311926605504588,124,0.9755102040816327,2724,99,0
102,44,1.6521739130434783,29,0.7333333333333333,504,29,0
103,297,0.5897435897435898,35,0.2777777777777778,137,99,1
104,214,0.9615384615384616,11,1.1935483870967742,160,29,1
105,227,0.7428571428571429,3,1.25,59,29,1
106,238,1.1379310344827587,38,0.275,154,29,1
107,264,1.1,18,0.33962264150943394,167,29,1
108,265,1.0625,8,0.6428571428571429,99,29,1
109,80,1.3142857142857143,97,0.3516483516483517,371,99,0
110,71,0.5694444444444444,76,0.8282442748091603,1763,29,0
111,69,0.8103448275862069,158,0.42073170731707316,705,99,0
112,71,1.4320987654320987,42,0.8808664259927798,977,29,0
113,114,2.9166666666666665,18,0.6052631578947368,256,29,0
114,27,0.78125,13,0.9083333333333333,489,99,0
115,142,0.36,3,0.7916666666666666,90,29,1
116,110,3.3333333333333335,7,0.6559139784946236,297,29,0
117,133,0.9047619047619048,23,0.9775280898876404,392,29,0
118,36,0.9924242424242424,113,0.7820710973724884,2137,29,0
119,155,1.5416666666666667,10,0.9090909090909091,300,99,0
120,257,1.04,2,1.0526315789473684,83,29,1
121,173,1.875,11,0.8709677419354839,131,99,1
122,26,1.3703703703703705,19,1.125,404,99,0
124,89,0.75,54,0.9586466165413534,1009,299,0
125,23,1.5142857142857142,143,0.4666666666666667,625,29,0
126,208,6.0,2,0.0,5,299,1
127,47,1.236842105263158,18,0.9298245614035088,473,29,0
128,206,0.3684210526315789,0,1.0333333333333334,123,99,1
129,133,1.4310344827586208,81,0.892018779342723,1516,29,0
130,61,1.02,40,0.7763157894736842,595,29,0
131,195,0.9,17,0.47368421052631576,88,99,1
132,178,0.5,44,0.75,176,99,1
133,287,1.0442477876106195,24,0.7101449275362319,439,29,1
134,253,0.9772727272727273,90,0.3230769230769231,284,29,1
135,45,1.35,32,0.7159763313609467,608,99,0
136,182,0.4915254237288136,101,0.4411764705882353,424,99,1
137,59,1.7142857142857142,21,1.2542372881355932,305,299,0
139,99,0.6595744680851063,58,0.35714285714285715,257,299,1
140,25,0.5116279069767442,23,0.991869918699187,535,99,0
141,34,1.5294117647058822,10,0.7021276595744681,319,29,0
142,335,24.0,5,0.4,23,29,1
143,263,12.0,6,0.0,11,99,1
144,127,0.9361702127659575,119,0.28703703703703703,432,99,0
145,152,1.1521739130434783,49,0.43243243243243246,182,29,1
146,7,0.6959459459459459,88,0.9211908931698775,2067,29,0
147,44,1.44,21,0.8555555555555555,363,299,0
148,107,0.7878787878787878,11,0.788235294117647,316,29,0
149,86,1.2136752136752136,40,0.8258064516129032,1047,29,0
150,273,1.2903225806451613,48,0.30158730158730157,240,29,1
151,174,29.0,5,0.5714285714285714,28,29,1
152,305,2.238095238095238,16,0.23809523809523808,73,29,1
153,2,0.875,98,0.8012170385395537,1678,29,0
154,36,0.7755102040816326,103,0.3424657534246575,518,29,0
155,5,0.4782608695652174,19,1.0236220472440944,541,99,0
156,167,0.2631578947368421,10,0.23809523809523808,60,29,1
157,162,1.0625,3,1.255813953488372,200,99,1
158,28,2.2222222222222223,18,0.7986577181208053,553,99,0
159,192,0.21052631578947367,45,0.2641509433962264,195,29,1
160,243,13.0,0,0.75,12,99,1
162,234,29.0,0,1.1428571428571428,28,99,1
163,333,1.032258064516129,2,1.0,67,29,1
164,56,0.6666666666666666,11,0.8660714285714286,431,99,0
165,98,0.889763779527559,55,0.9292307692307692,1179,99,0
166,116,0.6470588235294118,22,0.8803418803418803,474,29,0
167,187,0.9393939393939394,29,0.6521739130434783,117,29,1
168,156,0.9666666666666667,67,1.0048780487804878,1551,99,0
169,30,1.0212765957446808,78,0.8857142857142857,1591,99,0
170,60,1.0434782608695652,18,1.0303030303030303,435,29,0
171,13,2.2857142857142856,9,1.2738095238095237,409,99,0
172,23,0.9568965517241379,75,0.8778004073319755,1736,29,0
173,192,1.6,1,0.4444444444444444,24,99,1
174,305,20.0,2,0.6,19,29,1
175,79,1.8421052631578947,16,1.0303030303030303,563,99,0
176,15,1.1827956989247312,133,0.8239202657807309,2103,29,0
177,87,0.8636363636363636,24,0.9302325581395349,514,29,0
178,140,0.4318181818181818,52,0.49019607843137253,222,29,1
179,102,0.8837209302325582,7,0.6714285714285714,236,29,0
180,47,0.9545454545454546,98,0.8703208556149733,2585,29,0
181,193,3.6666666666666665,14,0.3333333333333333,40,29,1
182,10,1.2966101694915255,110,0.9258698940998488,2388,99,0
183,198,0.5714285714285714,8,1.4545454545454546,69,29,1
184,166,1.5384615384615385,19,0.8105263157894737,366,29,0
185,102,0.8157894736842105,130,0.421875,566,29,0
186,118,1.0,8,0.9466666666666667,306,29,0
187,131,1.1304347826086956,17,0.8505747126436781,341,29,0
189,53,1.6111111111111112,23,0.9530201342281879,608,29,0
190,258,0.7567567567567568,29,0.47058823529411764,92,29,1
191,56,0.624113475177305,54,0.9279538904899135,1262,29,0
192,72,0.9459459459459459,15,1.0909090909090908,574,29,0
193,33,0.4,27,0.8372093023255814,659,29,0
194,8,1.2962962962962963,16,0.8828828828828829,436,29,0
195,303,0.7058823529411765,34,0.4666666666666667,135,299,1
196,63,1.2702702702702702,95,0.30973451327433627,420,29,0
197,13,1.0285714285714285,20,0.9074074074074074,655,99,0
198,272,1.3448275862068966,2,1.0,132,29,1
199,158,1.36,4,1.5384615384615385,73,99,1
200,217,1.5833333333333333,2,0.45,60,99,1
201,178,1.7333333333333334,1,1.2272727272727273,96,29,1
202,30,1.2604166666666667,98,0.8648233486943164,2269,299,0
203,94,0.8962962962962963,81,0.8257575757575758,1786,29,0
204,89,3.1176470588235294,13,1.0634920634920635,280,29,0
205,71,0.9736842105263158,10,0.881578947368421,288,99,0
206,75,0.8992248062015504,53,0.8448687350835322,1427,99,0
207,118,0.923728813559322,70,0.9724137931034482,1622,29,0
208,64,1.0909090909090908,4,0.7205882352941176,235,29,0
209,27,1.297872340425532,44,0.856020942408377,1310,29,0
210,138,1.0,63,0.9656160458452722,1312,29,0
211,141,0.660377358490566,16,0.8314606741573034,346,99,0
212,195,1.2727272727272727,4,1.1891891891891893,168,29,1
213,121,1.096774193548387,2,0.6666666666666666,128,29,1
214,2,0.6551724137931034,135,0.37719298245614036,508,29,0
215,240,0.8666666666666667,0,1.0769230769230769,54,29,1
216,186,0.32075471698113206,52,0.34210526315789475,180,29,1
217,167,0.725,30,0.36363636363636365,158,99,1
218,42,1.36,17,0.719626168224299,381,299,0
219,326,21.0,1,0.6666666666666666,20,99,1
220,235,1.0714285714285714,2,1.0740740740740742,113,29,1
221,269,1.125,4,0.6956521739130435,78,99,1
222,117,1.1333333333333333,22,0.7478260869565218,421,99,0
223,26,0.8739495798319328,105,0.9124423963133641,2325,99,0
224,254,0.6,63,0.34782608695652173,272,29,1
225,127,0.6363636363636364,50,0.34782608695652173,186,29,1
226,129,0.6129032258064516,46,0.296875,231,29,1
227,106,1.8235294117647058,21,0.8829787234042553,387,29,0
228,28,1.3111111111111111,95,0.528,512,29,0
230,167,1.4473684210526316,29,1.1868131868131868,464,29,0
231,33,0.48,32,1.0064935064935066,654,99,0
232,11,2.0,9,0.8118811881188119,366,29,0
233,174,1.3823529411764706,18,0.6788990825688074,380,29,0
234,232,0.9117647058823529,50,0.42857142857142855,197,299,1
235,145,0.9393939393939394,88,0.9145833333333333,1749,299,0
236,297,1.0,4,0.8484848484848485,127,99,1
237,232,0.7142857142857143,22,0.35,129,299,1
238,37,1.3333333333333333,144,0.8638743455497382,2716,29,0
239,138,0.65,5,0.7837837837837838,138,299,1
240,59,1.1595744680851063,74,0.9686346863468634,1987,29,0
241,126,0.9583333333333334,7,0.9565217391304348,288,29,0
242,1,1.3225806451612903,24,0.9722222222222222,451,29,0
243,119,1.6666666666666667,8,0.7301587301587301,221,29,0
244,9,0.7719298245614035,185,0.4117647058823529,761,29,0
245,25,1.050420168067227,81,0.9253112033195021,1755,99,0
246,152,3.0833333333333335,7,0.9506172839506173,326,99,0
247,35,1.52,110,0.4537037037037037,486,29,0
248,68,0.6,18,1.0574712643678161,388,29,0
249,39,0.6216216216216216,13,1.0467289719626167,454,99,0
250,149,3.1,6,0.9333333333333333,354,99,0
251,203,1.631578947368421,24,0.18181818181818182,78,29,1
252,64,0.8392857142857143,105,0.5233644859813084,483,99,0
253,16,0.7560975609756098,36,1.1111111111111112,594,29,0
254,261,0.45714285714285713,48,0.3191489361702128,181,29,1
255,35,1.0884955752212389,149,0.8848101265822785,2835,299,0
256,76,0.7142857142857143,12,0.8153846153846154,248,29,0
257,156,1.391304347826087,7,0.8461538461538461,203,29,1
258,26,1.125,19,1.0964912280701755,518,99,0
259,3,1.0571428571428572,14,1.069767441860465,567,99,0
260,65,0.7470588235294118,73,0.883629191321499,1767,29,0
261,149,0.7,8,0.9736842105263158,165,29,1
262,102,0.7567567567567568,31,1.016,536,29,0
263,93,0.7235772357723578,43,0.8354430379746836,810,99,0
264,149,0.3333333333333333,3,1.1176470588235294,75,29,1
265,57,1.0,14,0.8860759493670886,324,29,0
266,20,2.2941176470588234,28,0.8452380952380952,649,299,0
267,341,6.0,0,2.0,5,29,1
268,98,0.8421052631578947,13,1.0119047619047619,365,29,0
269,76,0.7636363636363637,133,0.48854961832061067,579,29,0
270,233,0.24390243902439024,50,0.35714285714285715,224,99,1
271,271,0.9183673469387755,8,1.105263157894737,93,29,1
272,194,1.619047619047619,15,1.0169491525423728,255,29,1
273,190,0.625,13,0.8507462686567164,259,99,1
274,55,0.6,3,0.8333333333333334,270,29,0
275,8,0.9347826086956522,23,1.126984126984127,580,29,0
276,168,0.71875,11,0.7464788732394366,264,29,1
277,134,0.5813953488372093,13,1.2580645161290323,307,29,1
278,247,1.4,7,1.1538461538461537,124,29,1
279,23,1.9545454545454546,44,0.8333333333333334,665,29,0
280,218,1.5925925925925926,3,0.65,68,29,1
281,10,1.8888888888888888,13,1.0597014925373134,590,29,0
282,303,0.5901639344262295,33,0.2857142857142857,109,99,1
283,232,21.0,1,0.42857142857142855,20,299,1
284,62,1.0416666666666667,64,0.9744245524296675,1460,99,0
285,28,1.8461538461538463,14,0.9432624113475178,570,99,0
286,142,1.2755102040816326,55,1.0478170478170479,1842,29,0
287,73,1.3548387096774193,79,0.3561643835616438,300,299,0
288,137,0.8,5,0.7407407407407407,184,29,1
289,331,0.7297297297297297,12,0.4,62,299,1
290,115,3.1818181818181817,14,0.63,340,299,0
291,151,1.064,55,0.9780564263322884,1204,99,0
292,75,1.0185185185185186,85,0.9276190476190476,1916,299,0
293,178,0.22580645161290322,7,1.2432432432432432,181,29,1
294,132,1.1538461538461537,105,0.3492063492063492,315,29,1
295,2,0.6770186335403726,112,0.9357798165137615,2006,29,0
296,200,1.0357142857142858,16,0.7910447761194029,264,29,1
297,98,1.5142857142857142,17,0.7307692307692307,370,29,0
298,326,4.666666666666667,12,0.5555555555555556,49,99,1
299,19,1.0303030303030303,24,0.9016393442622951,721,299,0
300,198,0.4126984126984127,17,0.8289473684210527,507,29,1
301,43,1.0245901639344261,113,0.8115055079559363,2741,99,0
302,243,1.05,4,1.0,39,299,1
303,98,0.8,23,1.035294117647059,403,299,0
304,10,1.6666666666666667,20,0.7862068965517242,532,299,0
305,15,1.263157894736842,18,0.8153846153846154,485,29,0
306,92,0.896551724137931,14,0.6388888888888888,252,299,0
307,86,1.2580645161290323,15,0.7636363636363637,206,99,0
308,185,0.6956521739130435,25,0.7058823529411765,99,29,1
309,13,0.7714285714285715,5,0.8636363636363636,335,29,0
310,60,1.206896551724138,96,0.2601626016260163,438,99,0
311,225,1.5,56,0.32727272727272727,215,29,1
312,139,1.3714285714285714,48,0.866822429906542,1477,99,0
313,3,1.16,97,0.9508196721311475,2454,99,0
314,145,0.5135135135135135,21,1.2096774193548387,317,29,0
315,33,0.6857142857142857,20,0.8435374149659864,587,29,0
316,68,1.0769230769230769,9,0.9696969696969697,274,99,0
317,186,0.36538461538461536,31,0.4782608695652174,109,29,1
318,43,0.8925619834710744,111,0.8534850640113798,2444,29,0
319,13,1.0410958904109588,108,0.9567233384853169,2373,29,0
320,263,1.2307692307692308,32,0.5238095238095238,173,29,1
321,344,12.0,1,0.5,11,299,1
322,127,0.10638297872340426,3,0.675,135,29,1
323,100,1.0,8,1.0,286,99,0
324,63,1.3793103448275863,105,0.376,498,29,0
325,215,27.0,3,0.5714285714285714,26,29,1
326,42,2.0,25,1.0526315789473684,598,99,0
327,308,0.9375,3,1.6875,90,99,1
328,164,0.46153846153846156,2,1.0344827586206897,120,29,1
329,333,39.0,8,0.18181818181818182,38,29,1
330,279,2.1481481481481484,36,0.5,113,29,1
331,274,0.782608695652174,37,0.22641509433962265,166,29,1
332,151,0.8888888888888888,4,0.9130434782608695,95,99,1
333,195,0.8796296296296297,66,1.0122324159021407,1253,29,1
334,4,1.21875,62,0.9903381642512077,1555,29,0
335,31,1.2580645161290323,126,0.9294294294294294,2441,29,0
336,22,0.6164383561643836,92,0.9126559714795008,2029,299,0
337,323,24.0,4,0.5714285714285714,23,299,1
338,32,0.9655172413793104,6,1.1521739130434783,415,29,0
339,76,1.027027027027027,137,0.4672131147540984,552,99,0
340,205,68.0,3,1.25,67,29,1
341,24,1.375,157,0.4,568,29,0
342,153,0.95,108,0.5130434782608696,499,99,0
343,124,0.34814814814814815,35,0.9175824175824175,661,299,1
344,192,0.7755102040816326,93,0.31,391,299,1
345,72,1.3333333333333333,113,0.44166666666666665,498,29,0
346,45,1.121212121212121,9,0.7435897435897436,279,29,0
347,149,0.7948717948717948,6,1.0333333333333334,128,99,1
348,76,0.888,38,0.8210526315789474,1271,29,0
349,163,0.9117647058823529,28,0.40540540540540543,136,29,1
350,86,1.411764705882353,14,0.96,417,29,0
351,71,0.8717948717948718,23,0.7967479674796748,470,99,0
352,125,0.4418604651162791,19,0.6185567010309279,329,29,0
353,120,0.75,3,1.2105263157894737,84,29,1
354,115,0.8888888888888888,80,0.9314159292035398,1640,299,0
355,152,1.0408163265306123,54,0.8271276595744681,1267,29,0
356,84,0.8571428571428571,19,0.864406779661017,469,29,0
357,18,1.438095238095238,93,0.875,2094,29,0
358,129,1.5454545454545454,13,0.91,395,29,0
359,0,0.9354838709677419,9,0.7521367521367521,411,29,0
360,91,0.42857142857142855,17,1.2553191489361701,243,29,0
361,211,0.8780487804878049,50,0.5,209,99,1
362,147,0.7714285714285715,10,0.5192307692307693,162,29,1
363,207,0.82,34,0.32608695652173914,169,299,1
364,158,1.263157894736842,20,0.8080808080808081,397,29,0
365,26,1.0,27,0.9819277108433735,702,29,0
366,35,1.0,99,0.3904109589041096,547,29,0
367,54,0.75,13,0.6329113924050633,267,29,0
368,163,1.0285714285714285,11,0.7027027027027027,134,99,1
369,78,0.8677685950413223,100,0.8951367781155015,2294,29,0
370,77,0.9453125,111,0.8825214899713467,2440,29,0
371,99,0.9719626168224299,38,0.9890909090909091,1020,99,0
372,137,0.5918367346938775,49,0.9896373056994818,1452,299,0
373,107,1.0615384615384615,66,0.8347826086956521,1193,99,0
374,40,0.6896551724137931,24,0.8333333333333334,488,29,0
375,128,1.160919540229885,77,0.8615071283095723,1686,99,0
376,18,1.1538461538461537,135,0.34057971014492755,574,29,0
377,141,0.8095238095238095,19,0.7948717948717948,439,29,0
378,2,0.9056603773584906,106,0.8876080691642652,2438,29,0
379,18,1.34375,21,0.9663865546218487,504,29,0
380,169,1.5517241379310345,69,0.30434782608695654,278,29,1
381,20,0.6338028169014085,108,0.9596100278551533,2637,29,0
382,90,1.4666666666666666,18,0.7555555555555555,332,99,0
384,168,12.25,0,0.6470588235294118,51,29,1
385,89,0.71875,12,0.978494623655914,386,29,0
386,98,1.92,1,0.8947368421052632,209,299,0
387,154,1.4782608695652173,20,0.38461538461538464,101,29,1
388,25,0.984375,62,1.0314606741573034,1687,29,0
389,91,2.3529411764705883,28,0.8085106382978723,545,99,0
390,83,0.7692307692307693,15,0.6666666666666666,226,99,0
391,169,0.6486486486486487,5,0.8571428571428571,118,29,1
392,211,1.2903225806451613,34,0.20930232558139536,150,99,1
393,89,1.3142857142857143,70,0.38095238095238093,273,99,0
394,11,1.2727272727272727,7,1.04,534,99,0
395,8,1.793103448275862,202,0.37055837563451777,813,29,0
396,170,2.8421052631578947,9,0.6666666666666666,250,99,1
397,260,0.2,4,1.03125,129,29,1
398,320,7.666666666666667,2,0.375,24,29,1
399,198,1.5333333333333334,2,1.2857142857142858,36,29,1
400,150,1.3448275862068966,16,0.7888888888888889,345,29,0
401,107,1.1225806451612903,76,0.8669527896995708,1615,29,0
402,38,1.4642857142857142,18,1.2,464,99,0
403,10,2.9285714285714284,12,0.900990099009901,401,29,0
404,286,1.2173913043478262,4,1.2,49,29,1
405,210,0.3191489361702128,32,0.6666666666666666,150,29,1
406,44,0.8974358974358975,30,0.9652777777777778,603,29,0
407,21,0.926829268292683,113,0.3697478991596639,487,299,0
408,18,1.0392156862745099,65,0.7386831275720165,1550,29,0
409,183,0.6486486486486487,11,0.90625,252,29,1
410,26,1.903225806451613,57,0.8989690721649485,1713,29,0
411,199,0.5833333333333334,13,0.42857142857142855,77,29,1
412,226,1.3461538461538463,6,0.972972972972973,153,29,1
413,49,1.2222222222222223,54,0.8993288590604027,637,99,0
414,204,0.2222222222222222,2,1.0754716981132075,230,299,1
415,147,0.5,6,1.15625,144,29,1
416,164,0.22916666666666666,50,0.3389830508474576,228,99,1
417,214,0.5862068965517241,61,0.2857142857142857,207,99,1
418,348,16.0,3,0.2,15,99,1
419,48,2.05,26,0.9594594594594594,622,29,0
420,263,5.0,0,0.5,4,29,1
421,237,2.0625,5,1.0465116279069768,185,29,1
422,178,1.4285714285714286,0,0.8888888888888888,32,99,1
423,149,0.6834532374100719,67,0.8575197889182058,1319,99,0
424,201,1.205128205128205,71,0.5125,337,29,1
425,18,0.5786163522012578,81,0.9175824175824175,1959,29,0
426,25,0.7435897435897436,16,0.7884615384615384,388,299,0
427,1,1.4285714285714286,108,0.5454545454545454,466,99,0
428,238,11.0,0,1.0,10,299,1
429,204,51.0,14,0.45454545454545453,50,99,1
430,118,0.7886178861788617,82,0.8798646362098139,2051,29,0
431,38,1.0603448275862069,92,0.9215116279069767,2448,29,0
432,288,1.2121212121212122,6,0.9722222222222222,148,99,1
433,69,0.6607142857142857,12,0.96875,260,29,0
434,247,1.0517241379310345,36,0.9476439790575916,707,29,1
435,70,1.115702479338843,49,1.028735632183908,1322,99,0
436,61,1.0,20,0.8151260504201681,465,29,0
437,99,1.0434782608695652,57,0.8303341902313625,1323,99,0
438,67,1.4666666666666666,24,0.8953488372093024,353,29,0
439,184,0.9705882352941176,0,1.1818181818181819,95,299,1
440,138,0.7032258064516129,98,0.907725321888412,1709,29,0
441,16,1.0916666666666666,93,0.9399293286219081,2082,29,0
442,320,33.0,1,1.0,32,99,1
443,303,0.918918918918919,27,0.16666666666666666,115,29,1
444,66,1.1818181818181819,143,0.4295774647887324,612,99,0
445,171,0.6097560975609756,11,1.2340425531914894,231,99,1
446,270,2.8333333333333335,14,0.85,166,29,1
448,4,1.5769230769230769,21,1.0774647887323943,637,29,0
449,149,0.3090909090909091,26,0.7142857142857143,114,29,1
450,52,1.2127659574468086,111,0.9487179487179487,2028,299,0
451,180,22.0,3,0.5,21,99,1
452,328,6.0,0,0.3333333333333333,5,99,1
453,208,0.8723404255319149,47,0.4791666666666667,200,99,1
454,63,1.8148148148148149,14,0.8837209302325582,342,29,0
455,34,1.083916083916084,102,0.9289617486338798,2003,299,0
456,147,0.23529411764705882,31,0.25,128,99,1
457,141,1.345132743362832,64,0.9079903147699758,1472,99,0
458,269,0.9361702127659575,30,0.35714285714285715,110,99,1
459,103,1.7625,69,0.8284734133790738,1937,29,0
460,158,0.5705128205128205,65,0.8933002481389578,1426,99,0
461,7,1.0176991150442478,80,0.8388157894736842,2075,29,0
462,281,0.46808510638297873,8,1.0285714285714285,152,29,1
463,188,1.8571428571428572,6,1.087719298245614,256,29,1
464,257,0.25806451612903225,0,1.2222222222222223,37,299,1
465,218,0.5510204081632653,4,0.5925925925925926,86,99,1
466,149,0.43243243243243246,17,0.28,86,99,1
467,29,0.8387096774193549,124,0.3772455089820359,634,99,0
468,139,0.75,8,0.7252747252747253,317,29,0
469,18,1.0227272727272727,147,0.39285714285714285,743,299,0
470,148,0.7083333333333334,3,0.75,54,29,1
471,48,1.2205882352941178,127,0.8760563380281691,2495,29,0
473,293,0.292817679558011,26,0.990909090909091,421,99,1
474,39,0.972972972972973,13,0.75,413,99,0
475,255,1.0,4,1.0476190476190477,98,29,1
476,65,1.0909090909090908,21,1.1120689655172413,531,29,0
477,83,0.972972972972973,66,0.8451443569553806,1323,99,0
478,85,0.9736842105263158,19,0.7232142857142857,416,29,0
479,45,1.391304347826087,20,1.0555555555555556,472,99,0
480,237,0.896551724137931,11,0.7741935483870968,120,299,1
481,64,1.1111111111111112,17,0.946969696969697,531,29,0
482,204,0.75,19,0.8734177215189873,319,29,1
483,132,0.45652173913043476,52,0.3829787234042553,194,99,1
484,62,0.7837837837837838,25,1.0172413793103448,520,99,0
485,8,0.5348837209302325,27,0.8660714285714286,454,29,0
486,135,0.22727272727272727,12,1.046875,283,299,0
487,80,1.3388429752066116,76,0.9388489208633094,1993,29,0
488,304,0.5238095238095238,21,0.23076923076923078,88,29,1
489,141,0.625,17,0.7909090909090909,406,99,0
490,44,3.0,19,0.9230769230769231,515,99,0
491,187,23.0,4,0.14285714285714285,22,29,1
492,103,0.7941176470588235,8,0.6756756756756757,254,99,0
493,151,0.7083333333333334,63,0.323943661971831,266,29,1
494,4,0.8484848484848485,68,0.875,1637,29,0
495,119,0.7666666666666667,46,0.47058823529411764,211,29,1
496,245,0.6666666666666666,17,0.3684210526315789,70,99,1
497,122,1.5,28,0.9716981132075472,452,29,0
498,116,1.0984848484848484,115,0.8490909090909091,1925,29,0
499,58,2.0625,25,0.9444444444444444,581,29,0
500,123,2.7142857142857144,12,0.7327586206896551,407,99,0
501,8,0.6470588235294118,14,0.9611650485436893,414,99,0
