user_id,active_days,last_active_date,days_since_last_activity,avg_sessions_per_day,total_sessions,churned,risk_score,primary_churn_driver
141,66,2024-09-25,0,1.7575757575757576,116,0,0.00052044657,Stable Activity
142,146,2024-09-25,0,1.5616438356164384,228,0,0.00052044657,Stable Activity
143,43,2024-08-29,27,1.3488372093023255,58,1,0.91564393,avg_sessions_per_day
144,37,2024-07-27,60,1.3243243243243243,49,1,0.91172624,avg_sessions_per_day
145,107,2024-09-25,0,2.803738317757009,300,0,0.00052044657,Stable Activity
146,130,2024-09-24,1,1.5615384615384615,203,0,0.00078707695,Stable Activity
147,42,2024-09-15,10,1.1904761904761905,50,0,0.81320494,avg_sessions_per_day
148,43,2024-08-28,28,1.116279069767442,48,1,0.9255534,avg_sessions_per_day
149,117,2024-09-22,3,1.547008547008547,181,0,0.0009482219,Stable Activity
150,73,2024-09-24,1,1.7808219178082192,130,0,0.00078707695,Stable Activity
151,34,2024-08-26,30,1.147058823529412,39,1,0.7371175,days_since_last_activity
152,126,2024-09-24,1,1.6349206349206349,206,0,0.00078707695,Stable Activity
153,35,2024-09-22,3,1.2,42,1,0.58766645,avg_sessions_per_day
154,41,2024-09-23,2,1.2682926829268293,52,1,0.6992248,avg_sessions_per_day
155,52,2024-08-31,25,1.3269230769230769,69,0,0.91337174,avg_sessions_per_day
156,107,2024-09-22,3,1.7289719626168225,185,0,0.0009482219,Stable Activity
157,51,2024-07-30,57,1.352941176470588,69,0,0.5933616,avg_sessions_per_day
158,165,2024-09-25,0,2.56969696969697,424,0,0.00052044657,Stable Activity
159,218,2024-09-22,3,2.3990825688073394,523,0,0.0009482219,Stable Activity
160,47,2024-09-10,15,1.319148936170213,62,0,0.39261967,avg_sessions_per_day
161,90,2024-09-23,2,1.6222222222222222,146,0,0.0009482219,Stable Activity
162,36,2024-09-06,19,1.0833333333333333,39,0,0.4311391,avg_sessions_per_day
163,127,2024-09-25,0,2.7007874015748032,343,0,0.00052044657,Stable Activity
164,34,2024-09-17,8,1.2941176470588236,44,0,0.20956963,avg_sessions_per_day
165,47,2024-09-10,15,1.148936170212766,54,1,0.6548944,avg_sessions_per_day
166,42,2024-08-28,28,1.3095238095238095,55,0,0.6771128,avg_sessions_per_day
167,141,2024-09-25,0,2.6453900709219855,373,0,0.00052044657,Stable Activity
168,134,2024-09-24,1,1.626865671641791,218,0,0.00078707695,Stable Activity
169,110,2024-09-24,1,1.6818181818181819,185,0,0.00078707695,Stable Activity
170,34,2024-09-22,3,1.2352941176470589,42,0,0.27278987,avg_sessions_per_day
171,33,2024-09-04,21,1.1515151515151516,38,0,0.17172982,avg_sessions_per_day
172,41,2024-09-02,23,1.3902439024390243,57,0,0.3871825,days_since_last_activity
173,36,2024-09-21,4,1.277777777777778,46,1,0.35064134,avg_sessions_per_day
174,190,2024-09-25,0,2.536842105263158,482,0,0.00052044657,Stable Activity
175,80,2024-09-25,0,1.75,140,0,0.00052044657,Stable Activity
176,87,2024-09-24,1,1.8045977011494252,157,0,0.00078707695,Stable Activity
177,42,2024-09-18,7,1.261904761904762,53,1,0.8420324,avg_sessions_per_day
178,105,2024-09-25,0,1.6761904761904762,176,0,0.00052044657,Stable Activity
179,38,2024-09-18,7,1.3421052631578947,51,0,0.6893859,avg_sessions_per_day
180,161,2024-09-25,0,2.62111801242236,422,0,0.00052044657,Stable Activity
181,67,2024-09-24,1,1.8059701492537317,121,0,0.00078707695,Stable Activity
182,37,2024-09-13,12,1.2162162162162162,45,0,0.7448934,avg_sessions_per_day
183,126,2024-09-23,2,1.6825396825396823,212,0,0.0009482219,Stable Activity
184,128,2024-09-24,1,1.65625,212,0,0.00078707695,Stable Activity
185,132,2024-09-24,1,1.621212121212121,214,0,0.00078707695,Stable Activity
186,49,2024-09-25,0,1.1428571428571428,56,1,0.8254029,avg_sessions_per_day
187,35,2024-09-21,4,1.2285714285714286,43,0,0.29909432,avg_sessions_per_day
188,37,2024-09-02,23,1.2702702702702704,47,0,0.7547574,avg_sessions_per_day
189,105,2024-09-21,4,1.6476190476190475,173,0,0.0009802268,Stable Activity
190,103,2024-09-25,0,1.766990291262136,182,0,0.00052044657,Stable Activity
191,42,2024-09-22,3,1.238095238095238,52,0,0.6772106,avg_sessions_per_day
192,122,2024-09-25,0,1.7049180327868851,208,0,0.00052044657,Stable Activity
193,95,2024-09-25,0,1.5789473684210527,150,0,0.00052044657,Stable Activity
194,43,2024-07-10,77,1.255813953488372,54,0,0.23268268,avg_sessions_per_day
195,42,2024-09-05,20,1.261904761904762,53,0,0.88485307,avg_sessions_per_day
196,129,2024-09-21,4,1.744186046511628,225,0,0.0009802268,Stable Activity
197,107,2024-09-19,6,1.7383177570093458,186,0,0.0014653193,Stable Activity
198,39,2024-09-23,2,1.4102564102564104,55,0,0.0035809693,Stable Activity
199,39,2024-09-15,10,1.2051282051282053,47,0,0.7920247,avg_sessions_per_day
200,104,2024-09-25,0,1.8942307692307687,197,0,0.00052044657,Stable Activity
201,36,2024-09-09,16,1.1388888888888888,41,0,0.44360426,avg_sessions_per_day
202,41,2024-09-24,1,1.146341463414634,47,1,0.47190544,avg_sessions_per_day
203,96,2024-09-25,0,2.90625,279,0,0.00052044657,Stable Activity
204,77,2024-09-23,2,1.8311688311688312,141,0,0.0009482219,Stable Activity
205,84,2024-09-25,0,1.6904761904761905,142,0,0.00052044657,Stable Activity
206,38,2024-09-18,7,1.1578947368421053,44,1,0.80875516,avg_sessions_per_day
207,127,2024-09-25,0,2.866141732283465,364,0,0.00052044657,Stable Activity
208,75,2024-09-25,0,1.64,123,0,0.00052044657,Stable Activity
209,51,2024-09-17,8,1.1176470588235294,57,1,0.9420423,avg_sessions_per_day
210,215,2024-09-25,0,2.390697674418605,514,0,0.00052044657,Stable Activity
211,184,2024-09-25,0,2.375,437,0,0.00052044657,Stable Activity
212,100,2024-09-23,2,1.7,170,0,0.0009482219,Stable Activity
213,152,2024-09-23,2,2.506578947368421,381,0,0.0009482219,Stable Activity
214,90,2024-09-24,1,1.8333333333333333,165,0,0.00078707695,Stable Activity
215,38,2024-09-10,15,1.3157894736842104,50,0,0.74653006,avg_sessions_per_day
216,109,2024-09-25,0,1.6697247706422018,182,0,0.00052044657,Stable Activity
217,133,2024-09-25,0,2.8045112781954886,373,0,0.00052044657,Stable Activity
218,43,2024-09-13,12,1.1627906976744187,50,0,0.8660074,avg_sessions_per_day
219,115,2024-09-24,1,1.6347826086956523,188,0,0.00078707695,Stable Activity
220,53,2024-09-16,9,1.1509433962264153,61,1,0.88595164,avg_sessions_per_day
221,115,2024-09-25,0,2.88695652173913,332,0,0.00052044657,Stable Activity
222,36,2024-09-25,0,1.1944444444444444,43,0,0.2763333,avg_sessions_per_day
223,112,2024-09-24,1,2.803571428571429,314,0,0.00078707695,Stable Activity
224,159,2024-09-25,0,2.50314465408805,398,0,0.00052044657,Stable Activity
225,112,2024-09-25,0,2.7946428571428568,313,0,0.00052044657,Stable Activity
226,36,2024-09-25,0,1.277777777777778,46,0,0.30376297,avg_sessions_per_day
227,40,2024-09-12,13,1.1,44,0,0.8753657,avg_sessions_per_day
228,34,2024-09-01,24,1.2058823529411764,41,0,0.7088622,avg_sessions_per_day
229,37,2024-09-22,3,1.2432432432432432,46,0,0.67971516,avg_sessions_per_day
230,76,2024-09-25,0,1.8947368421052633,144,0,0.00052044657,Stable Activity
231,38,2024-09-05,20,1.263157894736842,48,0,0.67536455,avg_sessions_per_day
232,42,2024-08-25,31,1.1666666666666667,49,1,0.8918569,avg_sessions_per_day
233,123,2024-09-25,0,1.7642276422764227,217,0,0.00052044657,Stable Activity
234,39,2024-08-27,29,1.1538461538461537,45,0,0.8768789,avg_sessions_per_day
235,36,2024-09-16,9,1.1388888888888888,41,0,0.21700276,avg_sessions_per_day
236,36,2024-09-07,18,1.3888888888888888,50,1,0.8736122,days_since_last_activity
237,87,2024-09-25,0,2.7241379310344827,237,0,0.00052044657,Stable Activity
238,88,2024-09-24,1,1.8068181818181817,159,0,0.00078707695,Stable Activity
239,80,2024-09-25,0,1.7875,143,0,0.00052044657,Stable Activity
240,196,2024-09-25,0,2.4795918367346936,486,0,0.00052044657,Stable Activity
241,157,2024-09-25,0,2.547770700636943,400,0,0.00052044657,Stable Activity
242,45,2024-08-01,55,1.1111111111111112,50,1,0.6270824,active_days
243,117,2024-09-25,0,2.752136752136752,322,0,0.00052044657,Stable Activity
244,41,2024-09-23,2,1.170731707317073,48,1,0.7604625,avg_sessions_per_day
245,44,2024-09-19,6,1.1590909090909092,51,1,0.8799123,avg_sessions_per_day
246,125,2024-09-25,0,1.656,207,0,0.00052044657,Stable Activity
247,45,2024-09-20,5,1.1777777777777778,53,0,0.8678457,avg_sessions_per_day
248,46,2024-09-15,10,1.108695652173913,51,1,0.96457744,avg_sessions_per_day
249,100,2024-09-25,0,1.58,158,0,0.00052044657,Stable Activity
250,37,2024-07-17,70,1.2972972972972971,48,1,0.59403753,avg_sessions_per_day
251,119,2024-09-25,0,2.705882352941176,322,0,0.00052044657,Stable Activity
252,139,2024-09-22,3,1.6762589928057554,233,0,0.0009482219,Stable Activity
253,40,2024-09-23,2,1.15,46,0,0.688082,avg_sessions_per_day
254,38,2024-07-08,79,1.1052631578947367,42,1,0.030482598,avg_sessions_per_day
255,110,2024-09-25,0,1.7545454545454544,193,0,0.00052044657,Stable Activity
256,83,2024-09-25,0,1.7590361445783131,146,0,0.00052044657,Stable Activity
257,129,2024-09-25,0,1.62015503875969,209,0,0.00052044657,Stable Activity
258,42,2024-09-18,7,1.238095238095238,52,0,0.8061196,avg_sessions_per_day
259,88,2024-09-25,0,2.0454545454545454,180,0,0.00052044657,Stable Activity
260,33,2024-09-23,2,1.393939393939394,46,0,0.32190785,total_sessions
261,37,2024-07-20,67,1.1351351351351353,42,0,0.12237405,avg_sessions_per_day
262,95,2024-09-24,1,1.7052631578947368,162,0,0.00078707695,Stable Activity
263,83,2024-09-25,0,1.6265060240963856,135,0,0.00052044657,Stable Activity
264,26,2024-08-10,46,1.5,39,0,0.072431326,days_since_last_activity
265,102,2024-09-23,2,1.5784313725490196,161,0,0.0009482219,Stable Activity
266,112,2024-09-25,0,1.5267857142857144,171,0,0.00052044657,Stable Activity
267,39,2024-09-22,3,1.2051282051282053,47,1,0.7754721,avg_sessions_per_day
268,94,2024-09-25,0,3.0106382978723403,283,0,0.00052044657,Stable Activity
269,35,2024-09-24,1,1.2,42,0,0.2600401,avg_sessions_per_day
270,141,2024-09-25,0,2.5744680851063833,363,0,0.00052044657,Stable Activity
271,168,2024-09-25,0,2.553571428571429,429,0,0.00052044657,Stable Activity
272,41,2024-09-23,2,1.1951219512195121,49,0,0.7337472,avg_sessions_per_day
273,102,2024-09-25,0,1.7058823529411764,174,0,0.00052044657,Stable Activity
274,108,2024-09-25,0,2.75,297,0,0.00052044657,Stable Activity
275,34,2024-09-16,9,1.2647058823529411,43,0,0.10101308,avg_sessions_per_day
276,34,2024-09-17,8,1.2941176470588236,44,0,0.20956963,avg_sessions_per_day
277,103,2024-09-22,3,1.6407766990291262,169,0,0.0009482219,Stable Activity
278,96,2024-09-18,7,1.71875,165,0,0.0014653193,Stable Activity
279,42,2024-09-07,18,1.0714285714285714,45,0,0.77524614,avg_sessions_per_day
280,121,2024-09-22,3,1.6115702479338845,195,0,0.0009482219,Stable Activity
281,31,2024-08-31,25,1.2258064516129032,38,0,0.37105054,days_since_last_activity
282,36,2024-09-20,5,1.3611111111111112,49,0,0.3564433,avg_sessions_per_day
283,76,2024-09-24,1,1.8815789473684208,143,0,0.00078707695,Stable Activity
284,118,2024-09-25,0,1.5847457627118644,187,0,0.00052044657,Stable Activity
285,122,2024-09-16,9,1.6311475409836067,199,0,0.0016642435,Stable Activity
286,40,2024-09-16,9,1.25,50,1,0.8321175,avg_sessions_per_day
287,53,2024-09-17,8,1.2264150943396226,65,1,0.93838066,avg_sessions_per_day
288,134,2024-09-21,4,1.6492537313432836,221,0,0.0009802268,Stable Activity
289,112,2024-09-25,0,2.741071428571429,307,0,0.00052044657,Stable Activity
290,38,2024-09-22,3,1.3947368421052633,53,0,0.005842683,total_sessions
291,36,2024-09-18,7,1.3055555555555556,47,0,0.290012,avg_sessions_per_day
292,36,2024-09-23,2,1.222222222222222,44,0,0.4240679,avg_sessions_per_day
293,119,2024-09-25,0,2.6806722689075633,319,0,0.00052044657,Stable Activity
294,88,2024-09-24,1,1.7272727272727273,152,0,0.00078707695,Stable Activity
295,208,2024-09-25,0,2.4615384615384612,512,0,0.00052044657,Stable Activity
296,89,2024-09-25,0,2.7191011235955056,242,0,0.00052044657,Stable Activity
297,136,2024-09-24,1,2.602941176470588,354,0,0.00078707695,Stable Activity
298,91,2024-09-24,1,1.7472527472527473,159,0,0.00078707695,Stable Activity
299,50,2024-08-24,32,1.14,57,1,0.95588505,avg_sessions_per_day
300,30,2024-09-20,5,1.4666666666666668,44,0,0.010407204,total_sessions
301,208,2024-09-25,0,2.5817307692307687,537,0,0.00052044657,Stable Activity
302,46,2024-09-25,0,1.1739130434782608,54,0,0.80001175,avg_sessions_per_day
303,138,2024-09-25,0,1.6666666666666667,230,0,0.00052044657,Stable Activity
304,44,2024-08-25,31,1.1590909090909092,51,1,0.91490316,avg_sessions_per_day
305,134,2024-09-24,1,1.6343283582089552,219,0,0.00078707695,Stable Activity
306,54,2024-08-04,52,1.2592592592592593,68,1,0.9357056,avg_sessions_per_day
307,43,2024-09-13,12,1.0930232558139537,47,1,0.8856796,avg_sessions_per_day
308,205,2024-09-24,1,2.4926829268292683,511,0,0.00078707695,Stable Activity
309,121,2024-09-21,4,1.628099173553719,197,0,0.0009802268,Stable Activity
310,215,2024-09-24,1,2.5395348837209304,546,0,0.00078707695,Stable Activity
311,143,2024-09-25,0,2.5314685314685317,362,0,0.00052044657,Stable Activity
312,181,2024-09-25,0,2.657458563535912,481,0,0.00052044657,Stable Activity
313,196,2024-09-25,0,2.4897959183673466,488,0,0.00052044657,Stable Activity
314,87,2024-09-25,0,1.6896551724137931,147,0,0.00052044657,Stable Activity
315,41,2024-06-21,96,1.1219512195121952,46,0,0.06773437,avg_sessions_per_day
316,45,2024-09-04,21,1.1333333333333333,51,1,0.9249264,avg_sessions_per_day
317,48,2024-09-15,10,1.125,54,1,0.95584047,avg_sessions_per_day
318,152,2024-09-25,0,1.611842105263158,245,0,0.00052044657,Stable Activity
319,77,2024-09-24,1,1.8311688311688312,141,0,0.00078707695,Stable Activity
320,35,2024-09-23,2,1.2857142857142856,45,0,0.72145826,avg_sessions_per_day
321,45,2024-09-05,20,1.222222222222222,55,1,0.9130417,avg_sessions_per_day
322,106,2024-09-21,4,1.6320754716981132,173,0,0.0009802268,Stable Activity
323,226,2024-09-25,0,2.3672566371681416,535,0,0.00052044657,Stable Activity
324,108,2024-09-25,0,1.6666666666666667,180,0,0.00052044657,Stable Activity
325,132,2024-09-25,0,2.787878787878788,368,0,0.00052044657,Stable Activity
326,49,2024-09-04,21,1.2448979591836735,61,0,0.4107052,avg_sessions_per_day
327,136,2024-09-20,5,1.5073529411764706,205,0,0.0014653193,Stable Activity
328,109,2024-09-25,0,1.6605504587155964,181,0,0.00052044657,Stable Activity
329,37,2024-09-13,12,1.108108108108108,41,1,0.59627086,avg_sessions_per_day
330,111,2024-09-23,2,1.6126126126126126,179,0,0.0009482219,Stable Activity
331,94,2024-09-22,3,1.5,141,0,0.0009482219,Stable Activity
332,97,2024-09-25,0,1.711340206185567,166,0,0.00052044657,Stable Activity
333,38,2024-09-18,7,1.236842105263158,47,0,0.71162224,avg_sessions_per_day
334,72,2024-09-24,1,1.777777777777778,128,0,0.00078707695,Stable Activity
335,37,2024-09-05,20,1.2972972972972971,48,1,0.7540633,avg_sessions_per_day
336,40,2024-09-02,23,1.3,52,0,0.89150023,avg_sessions_per_day
337,221,2024-09-25,0,2.497737556561086,552,0,0.00052044657,Stable Activity
338,217,2024-09-25,0,2.1889400921658986,475,0,0.00052044657,Stable Activity
339,119,2024-09-25,0,1.6722689075630253,199,0,0.00052044657,Stable Activity
340,120,2024-09-20,5,1.7666666666666668,212,0,0.0014653193,Stable Activity
341,118,2024-09-21,4,1.8644067796610169,220,0,0.0009802268,Stable Activity
342,111,2024-09-25,0,1.5945945945945945,177,0,0.00052044657,Stable Activity
343,30,2024-09-18,7,1.1666666666666667,35,0,0.08260783,avg_sessions_per_day
344,43,2024-08-31,25,1.186046511627907,51,1,0.8912296,avg_sessions_per_day
